Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Region
Ghoul's Chasm,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334836/ghouls-chasm,2.0,Sport,5.10b,1,,47.600970000000004,-120.71323999999998,CentralEast
In Dungeon's Deep,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334874/in-dungeons-deep,2.0,Sport,5.10b,2,,47.600970000000004,-120.71323999999998,CentralEast
Ogre's Desp-Arete,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117334940/ogres-desp-arete,2.5,Sport,5.10d,1,,47.600970000000004,-120.71323999999998,CentralEast
Igor Hero-Smasher,"The Ogre > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117337599/igor-hero-smasher,3.0,Trad,5.11-,1,,47.600970000000004,-120.71323999999998,CentralEast
Necromancer,"Dul Goldur > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117335501/necromancer,2.0,Trad,5.8 PG13,2,,47.600970000000004,-120.71323999999998,CentralEast
Sorcerer's Apprentice,"Dul Goldur > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117335557/sorcerers-apprentice,2.0,Trad,5.10+,1,,47.600970000000004,-120.71323999999998,CentralEast
Chicken Little,"Log Jam > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117335649/chicken-little,2.0,Sport,5.10a,1,,47.600970000000004,-120.71323999999998,CentralEast
Log Jam,"Log Jam > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117335673/log-jam,1.0,Trad,5.9,1,,47.600970000000004,-120.71323999999998,CentralEast
Once Upon A Time,"Log Jam > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117335683/once-upon-a-time,2.0,Sport,5.9,1,,47.600970000000004,-120.71323999999998,CentralEast
Happily Ever After,"Log Jam > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117335708/happily-ever-after,2.0,Sport,5.9+,1,,47.600970000000004,-120.71323999999998,CentralEast
Journey By Moonlight,"Lunar Buttress > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117336943/journey-by-moonlight,2.0,Trad,5.9+,3,,47.59708,-120.7151,CentralEast
Chased By the Werewolf,"Lunar Buttress > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117336975/chased-by-the-werewolf,3.0,Trad,5.10c PG13,3,,47.59708,-120.7151,CentralEast
Eclipse Route,"Lunar Buttress > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117337034/eclipse-route,2.0,Trad,5.10c,2,,47.59708,-120.7151,CentralEast
The Drawbridge,"Goblin's Fortress > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120125257/the-drawbridge,2.0,Trad,5.8,1,90.0,47.6068,-120.72026000000001,CentralEast
The Chamber Pot,"Goblin's Fortress > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120125274/the-chamber-pot,1.0,Trad,5.10-,1,100.0,47.6068,-120.72026000000001,CentralEast
The Bartizan,"Goblin's Fortress > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120125305/the-bartizan,3.0,Trad,5.9,1,50.0,47.6068,-120.72026000000001,CentralEast
The Ballista,"Goblin's Fortress > Tumwater Canyon > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/120125340/the-ballista,3.0,Trad,5.11a,1,50.0,47.6068,-120.72026000000001,CentralEast
[Unknown - X Route],"Alcove > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118932637/unknown-x-route,2.0,Sport,5.11+,1,,47.78075,-120.83322,CentralEast
[Unknown - Two Tone Route],"Alcove > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118932712/unknown-two-tone-route,3.0,Sport,5.12,1,,47.78075,-120.83322,CentralEast
[Unknown - Plates Route],"Alcove > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118932724/unknown-plates-route,3.0,Sport,5.11,1,,47.78075,-120.83322,CentralEast
Cave route,"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726422/cave-route,3.7,Sport,5.12a,1,80.0,47.781009999999995,-120.83448,CentralEast
Heart Transplant,"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116785703/heart-transplant,2.8,Sport,5.13-,1,60.0,47.781009999999995,-120.83448,CentralEast
[Unknown - Flake Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117853226/unknown-flake-route,2.1,Sport,5.10c/d,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Undercling Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117853248/unknown-undercling-route,3.5,Sport,5.11a,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Blade Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117853263/unknown-blade-route,3.2,Sport,5.11+,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Nose Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117853302/unknown-nose-route,3.3,Sport,5.11d,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Roof Crack Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117853315/unknown-roof-crack-route,2.7,Sport,5.12b,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Shorty Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/117853332/unknown-shorty-route,2.6,Sport,5.12-,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Dike Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118851587/unknown-dike-route,2.0,Sport,5.10-,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Orange Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118967649/unknown-orange-route,3.2,Sport,5.10c,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Green Lichen Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118967809/unknown-green-lichen-route,2.0,Sport,5.11,1,,47.781009999999995,-120.83448,CentralEast
[Unknown - Epoxy Nut Route],"Cave Wall > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/118967854/unknown-epoxy-nut-route,1.0,Sport,5.11 PG13,1,,47.781009999999995,-120.83448,CentralEast
Gunstone,"Balcony > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726453/gunstone,3.0,Sport,5.11c,1,80.0,47.78032,-120.83278,CentralEast
Roofus,"Balcony > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726477/roofus,4.0,Sport,5.11d,1,90.0,47.78032,-120.83278,CentralEast
Airborn Ranger,"Balcony > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726492/airborn-ranger,3.0,Sport,5.11c,1,90.0,47.78032,-120.83278,CentralEast
Order of the Freenasons,"Mod Squad > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726516/order-of-the-freenasons,2.0,Sport,5.10c,1,60.0,47.780120000000004,-120.83216000000002,CentralEast
Right Foot Green,"Mod Squad > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726536/right-foot-green,2.0,Trad,5.7,1,60.0,47.780120000000004,-120.83216000000002,CentralEast
The Crystal Method,"Mod Squad > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726556/the-crystal-method,2.3,Sport,5.10c,1,60.0,47.780120000000004,-120.83216000000002,CentralEast
Fred Says No,"Mod Squad > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726588/fred-says-no,2.0,Trad,5.8,1,50.0,47.780120000000004,-120.83216000000002,CentralEast
Scary Redhead,"Mod Squad > Nason Ridge > Leavenworth > Central-East Cascades, Wenatchee, & Leavenworth > Washington",https://www.mountainproject.com/route/116726604/scary-redhead,2.0,Sport,5.10c,1,60.0,47.780120000000004,-120.83216000000002,CentralEast
Great Northern Slab,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105790657/great-northern-slab,2.9,Trad,5.7,3,,47.81841,-121.5722,CentralWest
Aries (aka The Lizard),(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105793821/aries-aka-the-lizard,3.1,Trad,5.8+,5,250.0,47.81841,-121.5722,CentralWest
Libra Crack,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/105795777/libra-crack,3.0,Trad,5.10a/b,1,40.0,47.81841,-121.5722,CentralWest
Sickle Crack,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106589110/sickle-crack,2.2,Trad,5.7,1,50.0,47.81841,-121.5722,CentralWest
Air Over Aries,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106620646/air-over-aries,1.0,Sport,5.11a,1,60.0,47.81841,-121.5722,CentralWest
Pisces,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106620653/pisces,3.3,Trad,5.6,1,65.0,47.81841,-121.5722,CentralWest
Voyage to the Bottom of the Verge,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106620701/voyage-to-the-bottom-of-the-verge,2.3,Trad,5.10d,1,55.0,47.81841,-121.5722,CentralWest
Let's Go Bowling,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106621770/lets-go-bowling,1.7,"Trad, Sport",5.11b,1,60.0,47.81841,-121.5722,CentralWest
Blockbuster,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106621779/blockbuster,2.1,Trad,5.9+,1,20.0,47.81841,-121.5722,CentralWest
On the Verge,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106621795/on-the-verge,2.0,Sport,5.11b/c,1,45.0,47.81841,-121.5722,CentralWest
Taurus,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/106621804/taurus,2.6,Trad,5.7,2,150.0,47.81841,-121.5722,CentralWest
Sandy Corner,(A) Great Northern Slab > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington,https://www.mountainproject.com/route/116361231/sandy-corner,2.2,Trad,5.10d,1,15.0,47.81841,-121.5722,CentralWest
Princely Ambitions,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105790710/princely-ambitions,3.6,Trad,5.9,2,,47.81847,-121.57139,CentralWest
Godzilla,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105790717/godzilla,3.7,Trad,5.9,1,,47.81847,-121.57139,CentralWest
Japanese Gardens,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105791008/japanese-gardens,3.7,Trad,5.11+,4,200.0,47.81847,-121.57139,CentralWest
Breakfast of Champions,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105795818/breakfast-of-champions,3.5,Trad,5.10a,1,40.0,47.81847,-121.57139,CentralWest
Marginal Karma,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105795821/marginal-karma,3.1,Trad,5.11b,1,40.0,47.81847,-121.57139,CentralWest
Sagittarius,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105796710/sagittarius,3.6,Trad,5.10b,1,90.0,47.81847,-121.57139,CentralWest
Numbah Ten,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105796722/numbah-ten,3.9,Sport,5.12,1,90.0,47.81847,-121.57139,CentralWest
[Redacted],"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105806007/redacted,3.4,Trad,5.10d,1,,47.81847,-121.57139,CentralWest
Model Worker,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105814991/model-worker,3.5,Trad,5.11c,1,120.0,47.81847,-121.57139,CentralWest
Slow Children,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105815743/slow-children,3.9,Trad,5.10d,1,100.0,47.81847,-121.57139,CentralWest
Stern Farmer,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105821732/stern-farmer,3.9,Trad,5.12b,1,75.0,47.81847,-121.57139,CentralWest
Roger's Corner,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105838643/rogers-corner,2.6,Trad,5.9,1,120.0,47.81847,-121.57139,CentralWest
Iron Horse,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105903139/iron-horse,3.8,Trad,5.11d,1,120.0,47.81847,-121.57139,CentralWest
Tadpole,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106033899/tadpole,3.7,Trad,5.11c,1,70.0,47.81847,-121.57139,CentralWest
Amandla,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106197952/amandla,4.0,Sport,5.13c,1,80.0,47.81847,-121.57139,CentralWest
Batskins,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106197963/batskins,3.5,"Trad, Sport",5.12b,1,100.0,47.81847,-121.57139,CentralWest
Sugar Bear,"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106204401/sugar-bear,2.3,Trad,5.10c,1,,47.81847,-121.57139,CentralWest
TPMV (10% Meteorological Vinculation),"(C) Main Wall, left side > Lower Town Wall > Index > Skykomish Valley > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106328521/tpmv-10-meteorological-vinculation,4.0,Trad,5.12c/d PG13,4,300.0,47.81847,-121.57139,CentralWest
