name,location,url,rating,type,grade,pitches,length,lat,lon,region,yds,protection,ticks,votes,sub_area,area
Puddle of Blood,(e) The Empire > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120276350/puddle-of-blood,2.0,Sport,5.11,1.0,35.0,47.02125,-119.96904,Central,11.0,,2,1,(e) The Empire , Powerhouse Area 
Chicken Hawk,(e) The Empire > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/120276359/chicken-hawk,1.0,Sport,5.10d,1.0,45.0,47.02125,-119.96904,Central,10.0,,1,1,(e) The Empire , Powerhouse Area 
Adventure Time,(e) The Empire > Powerhouse Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/121447136/adventure-time,4.0,Sport,5.5,1.0,50.0,47.02125,-119.96904,Central,5.0,,2,1,(e) The Empire , Powerhouse Area 
Battle of Insecurity,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107658972/battle-of-insecurity,1.5,Sport,5.8,1.0,,47.02345,-119.98495,Central,8.0,,102,31,(a) West Alcove , (b) Riverview Point 
Arête Madness,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107658978/arete-madness,2.4,Sport,5.11a,1.0,40.0,47.02345,-119.98495,Central,11.0,,82,29,(a) West Alcove , (b) Riverview Point 
Serenity,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107659257/serenity,2.6,Sport,5.10a,1.0,40.0,47.02345,-119.98495,Central,10.0,,164,49,(a) West Alcove , (b) Riverview Point 
Saint Kristy,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107659263/saint-kristy,2.3,Sport,5.10a/b,1.0,40.0,47.02345,-119.98495,Central,10.0,,115,33,(a) West Alcove , (b) Riverview Point 
Thine Ardent Caress,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107659271/thine-ardent-caress,2.7,Sport,5.10b,1.0,40.0,47.02345,-119.98495,Central,10.0,,102,29,(a) West Alcove , (b) Riverview Point 
Winter Sun and Fun,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107659276/winter-sun-and-fun,2.3,Sport,5.9,1.0,40.0,47.02345,-119.98495,Central,9.0,,128,32,(a) West Alcove , (b) Riverview Point 
Tunnel Vision,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107672204/tunnel-vision,1.7,Sport,5.8,1.0,40.0,47.02345,-119.98495,Central,8.0,,139,44,(a) West Alcove , (b) Riverview Point 
Traveling Wanna Be's,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108077410/traveling-wanna-bes,2.0,Sport,5.11b,1.0,40.0,47.02345,-119.98495,Central,11.0,,50,15,(a) West Alcove , (b) Riverview Point 
Too Easy for John,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108243921/too-easy-for-john,2.0,Sport,5.7,1.0,35.0,47.02345,-119.98495,Central,7.0,,120,32,(a) West Alcove , (b) Riverview Point 
Sweetie,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108650081/sweetie,2.6,Sport,5.10b/c,1.0,40.0,47.02345,-119.98495,Central,10.0,,129,35,(a) West Alcove , (b) Riverview Point 
Adequate Delusions,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108650096/adequate-delusions,2.6,Sport,5.9,1.0,60.0,47.02345,-119.98495,Central,9.0,,136,37,(a) West Alcove , (b) Riverview Point 
Magster from the Bus,(a) West Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113716280/magster-from-the-bus,2.3,Sport,5.11a,1.0,40.0,47.02345,-119.98495,Central,11.0,,38,12,(a) West Alcove , (b) Riverview Point 
Fur Elise,(b) East Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107659002/fur-elise,2.2,Sport,5.10a,1.0,40.0,47.02242,-119.97956,Central,10.0,,91,34,(b) East Alcove , (b) Riverview Point 
Shanked,(b) East Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108055309/shanked,3.6,Sport,5.10c,1.0,60.0,47.02242,-119.97956,Central,10.0,,121,40,(b) East Alcove , (b) Riverview Point 
Rock of Sages,(b) East Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113765233/rock-of-sages,1.8,Sport,5.10b/c PG13,1.0,35.0,47.02242,-119.97956,Central,10.0,PG13,7,5,(b) East Alcove , (b) Riverview Point 
Good Luck,(b) East Alcove > (b) Riverview Point > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116096701/good-luck,0.8,Trad,5.8- PG13,1.0,50.0,47.02242,-119.97956,Central,8.0,PG13,8,5,(b) East Alcove , (b) Riverview Point 
Portrait of a Jigsaw Burger,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108055278/portrait-of-a-jigsaw-burger,3.1,Sport,5.11a/b,1.0,60.0,47.02339,-119.98385,Central,11.0,,50,25,(c) Clearview Crag , Riverview Area 
"Hostinsanguifilachrymostality, An Opus Too Pure for Its Rhyme",(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108055289/hostinsanguifilachrymostality-an-opus-too-pure-for-its-rhyme,2.0,Sport,5.10b,1.0,50.0,47.02339,-119.98385,Central,10.0,,25,8,(c) Clearview Crag , Riverview Area 
Clearly Human,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108408071/clearly-human,1.9,Sport,5.7,1.0,40.0,47.02339,-119.98385,Central,7.0,,40,15,(c) Clearview Crag , Riverview Area 
It Couldn't be Clearer,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/109634913/it-couldnt-be-clearer,2.4,Trad,5.10a,1.0,40.0,47.02339,-119.98385,Central,10.0,,18,8,(c) Clearview Crag , Riverview Area 
The Toll,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/111165011/the-toll,2.3,Sport,5.1,1.0,50.0,47.02339,-119.98385,Central,1.0,,34,10,(c) Clearview Crag , Riverview Area 
Twilight My Robe,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/112297209/twilight-my-robe,1.6,Sport,5.4,1.0,,47.02339,-119.98385,Central,4.0,,33,9,(c) Clearview Crag , Riverview Area 
Eye Weighted Hear Butt Know Won New Y,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/112297241/eye-weighted-hear-butt-know-won-new-y,2.0,Sport,5.10c,1.0,,47.02339,-119.98385,Central,10.0,,10,7,(c) Clearview Crag , Riverview Area 
DaKine,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/116096654/dakine,2.3,Trad,5.7,1.0,50.0,47.02339,-119.98385,Central,7.0,,17,6,(c) Clearview Crag , Riverview Area 
Waldstein,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/117744098/waldstein,1.7,Sport,5.10b,1.0,,47.02339,-119.98385,Central,10.0,,5,3,(c) Clearview Crag , Riverview Area 
The Troll,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118132896/the-troll,2.1,Sport,5.9-,1.0,25.0,47.02339,-119.98385,Central,9.0,,27,7,(c) Clearview Crag , Riverview Area 
Don't Bolt Cracks and Don't Crack Bolts,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118134109/dont-bolt-cracks-and-dont-crack-bolts,1.7,Trad,5.10a,1.0,30.0,47.02339,-119.98385,Central,10.0,,3,3,(c) Clearview Crag , Riverview Area 
Project,(c) Clearview Crag > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/118134125/project,1.0,Sport,5.1,1.0,30.0,47.02339,-119.98385,Central,1.0,,0,1,(c) Clearview Crag , Riverview Area 
They Have Many Names For It but the Chief Among Them is the Black Lodge,(a) Sunset Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113765462/they-have-many-names-for-it-but-the-chief-among-them-is-the-black-lodge,1.3,Sport,5.8+,1.0,30.0,47.02388,-119.986,Central,8.0,,16,8,(a) Sunset Park , Riverview Area 
Concerto Grosso Parked Just South of the Impassioned Tow Away Zone,(a) Sunset Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113765480/concerto-grosso-parked-just-south-of-the-impassioned-tow-away-zone,1.5,Sport,5.7+,1.0,30.0,47.02388,-119.986,Central,7.0,,17,6,(a) Sunset Park , Riverview Area 
Bleeding Solar Tomb,(a) Sunset Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113765490/bleeding-solar-tomb,1.8,Sport,5.9+,1.0,30.0,47.02388,-119.986,Central,9.0,,12,5,(a) Sunset Park , Riverview Area 
Endless,(a) Sunset Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113765514/endless,2.0,Sport,5.10b,1.0,30.0,47.02388,-119.986,Central,10.0,,13,7,(a) Sunset Park , Riverview Area 
Vee Won,(a) Sunset Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/113765564/vee-won,1.2,Sport,5.11a/b,1.0,30.0,47.02388,-119.986,Central,11.0,,3,5,(a) Sunset Park , Riverview Area 
The Creation of Tranquility,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106721160/the-creation-of-tranquility,2.9,Sport,5.11a,1.0,40.0,47.02336,-119.98325,Central,11.0,,49,24,(d) Riverview Park , Riverview Area 
Weep Holes on a Sill,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106721171/weep-holes-on-a-sill,2.7,Sport,5.11a,1.0,40.0,47.02336,-119.98325,Central,11.0,,86,35,(d) Riverview Park , Riverview Area 
"Oh Coulee, Oh Coulee",(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106721175/oh-coulee-oh-coulee,1.7,Sport,5.8,1.0,40.0,47.02336,-119.98325,Central,8.0,,81,26,(d) Riverview Park , Riverview Area 
A Genius Bruing,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106721202/a-genius-bruing,3.0,Sport,5.10a,1.0,40.0,47.02336,-119.98325,Central,10.0,,117,40,(d) Riverview Park , Riverview Area 
Dew Claw,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106904294/dew-claw,2.8,Sport,5.11b,1.0,35.0,47.02336,-119.98325,Central,11.0,,51,21,(d) Riverview Park , Riverview Area 
Corroding Through Nocturnal Silk,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106904304/corroding-through-nocturnal-silk,1.9,Sport,5.8,1.0,20.0,47.02336,-119.98325,Central,8.0,,124,40,(d) Riverview Park , Riverview Area 
Euphoric Nothingness,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/106904324/euphoric-nothingness,3.1,Sport,5.11b,1.0,40.0,47.02336,-119.98325,Central,11.0,,67,29,(d) Riverview Park , Riverview Area 
Incessant Wounds Still Ebbing in the Gloom Embers Bright,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107550199/incessant-wounds-still-ebbing-in-the-gloom-embers-bright,2.4,Sport,5.10b,1.0,35.0,47.02336,-119.98325,Central,10.0,,73,27,(d) Riverview Park , Riverview Area 
A Walk in the Park,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107550227/a-walk-in-the-park,2.2,Sport,5.7,1.0,40.0,47.02336,-119.98325,Central,7.0,,140,47,(d) Riverview Park , Riverview Area 
Quarry-ography,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107550241/quarry-ography,2.4,Sport,5.10b,1.0,35.0,47.02336,-119.98325,Central,10.0,,94,31,(d) Riverview Park , Riverview Area 
Awareness Drooling,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107550295/awareness-drooling,3.0,Sport,5.10c,1.0,45.0,47.02336,-119.98325,Central,10.0,,105,44,(d) Riverview Park , Riverview Area 
Return of the Marmots,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107658961/return-of-the-marmots,2.3,Sport,5.10b,1.0,40.0,47.02336,-119.98325,Central,10.0,,28,11,(d) Riverview Park , Riverview Area 
Psychogenic Fugue Thus Far,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107683096/psychogenic-fugue-thus-far,3.1,Sport,5.11a,1.0,60.0,47.02336,-119.98325,Central,11.0,,88,33,(d) Riverview Park , Riverview Area 
Crescendo of the Sarcophagus Breeding,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107683101/crescendo-of-the-sarcophagus-breeding,3.0,Sport,5.10d,1.0,45.0,47.02336,-119.98325,Central,10.0,,73,35,(d) Riverview Park , Riverview Area 
Troublicious,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/107874857/troublicious,2.7,Trad,5.10a,1.0,,47.02336,-119.98325,Central,10.0,,41,22,(d) Riverview Park , Riverview Area 
Camazonia,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108017188/camazonia,2.8,Trad,5.10a,1.0,40.0,47.02336,-119.98325,Central,10.0,,43,16,(d) Riverview Park , Riverview Area 
When Angels Dress in Closets Deep,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108043931/when-angels-dress-in-closets-deep,1.6,Sport,5.4,1.0,40.0,47.02336,-119.98325,Central,4.0,,91,22,(d) Riverview Park , Riverview Area 
One Move Blunder,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108045688/one-move-blunder,1.6,Sport,5.9,1.0,35.0,47.02336,-119.98325,Central,9.0,,68,25,(d) Riverview Park , Riverview Area 
Newton Chips,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108055222/newton-chips,2.9,Sport,5.10c,1.0,60.0,47.02336,-119.98325,Central,10.0,,53,22,(d) Riverview Park , Riverview Area 
Resting Effort Emptiness,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108055229/resting-effort-emptiness,2.7,Sport,5.11a,1.0,60.0,47.02336,-119.98325,Central,11.0,,39,21,(d) Riverview Park , Riverview Area 
Mortal Memory Magnet,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108055237/mortal-memory-magnet,2.6,Sport,5.10d,1.0,60.0,47.02336,-119.98325,Central,10.0,,27,14,(d) Riverview Park , Riverview Area 
Imbibing Depths Reflective,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108055248/imbibing-depths-reflective,2.7,Sport,5.10b,1.0,40.0,47.02336,-119.98325,Central,10.0,,79,30,(d) Riverview Park , Riverview Area 
Kicking the bucket of Bliss,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108650197/kicking-the-bucket-of-bliss,2.2,Sport,5.10b,1.0,45.0,47.02336,-119.98325,Central,10.0,,52,20,(d) Riverview Park , Riverview Area 
Rio Vista,(d) Riverview Park > Riverview Area > Echo Basin > Frenchman Coulee (Vantage) > Central Region > Washington,https://www.mountainproject.com/route/stats/108650217/rio-vista,2.3,Sport,5.10a/b,1.0,40.0,47.02336,-119.98325,Central,10.0,,54,24,(d) Riverview Park , Riverview Area 
